id,date,temp
955,2015-02-05,3.6
955,2015-02-06,3.6
955,2015-02-07,3.7
955,2015-02-08,3.4
955,2015-02-09,2.9
955,2015-02-10,2.9
955,2015-02-11,3.1
955,2015-02-12,3.1
955,2015-02-13,2.9
955,2015-02-14,3
955,2015-02-15,3.1
955,2015-02-16,3.2
955,2015-02-17,3.2
955,2015-02-18,3.3
955,2015-02-19,3.3
955,2015-02-20,3.4
955,2015-02-21,3.5
955,2015-02-22,3.6
955,2015-02-23,3.6
955,2015-02-24,3.6
955,2015-02-25,3.7
955,2015-02-26,3.8
955,2015-02-27,3.6
955,2015-02-28,3.6
955,2015-03-01,3.6
955,2015-03-02,3.6
955,2015-03-03,3.7
955,2015-03-04,3.5
955,2015-03-05,3.4
955,2015-03-06,3.5
955,2015-03-07,3.7
955,2015-03-08,3.8
955,2015-03-09,3.9
955,2015-03-10,3.7
955,2015-03-11,3.5
955,2015-03-12,3.5
955,2015-03-13,3.7
955,2015-03-14,3.9
955,2015-03-15,4
955,2015-03-16,4.1
955,2015-03-17,4.2
955,2015-03-18,4.3
955,2015-03-19,4.4
955,2015-03-20,4.6
955,2015-03-21,4.7
955,2015-03-22,4.8
955,2015-03-23,4.9
955,2015-03-24,4.9
955,2015-03-25,5
955,2015-03-26,5.2
955,2015-03-27,5.4
955,2015-03-28,5.5
955,2015-03-29,5.7
955,2015-03-30,5.8
955,2015-03-31,6
955,2015-04-01,6.1
955,2015-04-02,6.2
955,2015-04-03,6.5
955,2015-04-04,6.6
955,2015-04-05,6.6
955,2015-04-06,6.8
955,2015-04-07,6.8
955,2015-04-08,6.8
955,2015-04-09,7
955,2015-04-10,7.1
955,2015-04-11,7.3
955,2015-04-12,7.5
955,2015-04-13,7.6
955,2015-04-14,7.8
955,2015-04-15,7.8
955,2015-04-16,7.9
955,2015-04-17,7.9
955,2015-04-18,8
955,2015-04-19,8.1
955,2015-04-20,8.1
955,2015-04-21,8.3
955,2015-04-22,8.5
955,2015-04-23,8.6
955,2015-04-24,8.8
955,2015-04-25,9.1
955,2015-04-26,9.3
955,2015-04-27,9.6
955,2015-04-28,10
955,2015-04-29,10.3
955,2015-04-30,10.3
955,2015-05-01,10.6
955,2015-05-02,10.8
955,2015-05-03,10.9
955,2015-05-04,10.7
955,2015-05-05,10.8
955,2015-05-06,10.9
955,2015-05-07,11
955,2015-05-08,11.1
955,2015-05-09,11.2
955,2015-05-10,11.5
955,2015-05-11,11.7
955,2015-05-12,11.9
955,2015-05-13,11.9
955,2015-05-14,12.2
955,2015-05-15,12.5
955,2015-05-16,12.6
955,2015-05-17,12.6
955,2015-05-18,12.8
955,2015-05-19,12.6
955,2015-05-20,12.8
955,2015-05-21,12.9
955,2015-05-22,13.2
955,2015-05-23,13.4
955,2015-05-24,13.6
955,2015-05-25,13.9
955,2015-05-26,14.2
955,2015-05-27,14.4
955,2015-05-28,14.7
955,2015-05-29,15.1
955,2015-05-30,14.9
955,2015-05-31,15.1
955,2015-06-01,15.2
955,2015-06-02,15.4
955,2015-06-03,15.5
955,2015-06-04,15.4
955,2015-06-05,15.6
955,2015-06-06,15.8
955,2015-06-07,15.7
955,2015-06-08,16.1
955,2015-06-09,16.4
955,2015-06-10,16.6
955,2015-06-11,16.6
955,2015-06-12,16.9
955,2015-06-13,17
955,2015-06-14,17.1
955,2015-06-15,17.3
955,2015-06-16,17.4
955,2015-06-17,17.4
955,2015-06-18,17.5
955,2015-06-19,17.7
955,2015-06-20,17.8
955,2015-06-21,17.9
955,2015-06-22,18.1
955,2015-06-23,18.3
955,2015-06-24,18.6
955,2015-06-25,18.9
955,2015-06-26,19
955,2015-06-27,19.2
955,2015-06-28,19.4
955,2015-06-29,19.4
955,2015-06-30,19.7
955,2015-07-01,19.7
955,2015-07-02,19.7
955,2015-07-03,19.9
955,2015-07-04,19.7
955,2015-07-05,19.8
955,2015-07-06,20.1
955,2015-07-07,20
955,2015-07-08,20.2
955,2015-07-09,20.4
955,2015-07-10,20.5
955,2015-07-11,20.8
955,2015-07-12,21.1
955,2015-07-13,21.1
955,2015-07-14,21.1
955,2015-07-15,21.2
955,2015-07-16,21.2
955,2015-07-17,21.1
955,2015-07-18,21.2
955,2015-07-19,21.3
955,2015-07-20,21.3
955,2015-07-21,21.4
955,2015-07-22,21.5
955,2015-07-23,21.6
955,2015-07-24,21.8
955,2015-07-25,21.8
955,2015-07-26,21.8
955,2015-07-27,22.1
955,2015-07-28,22.4
955,2015-07-29,22.4
955,2015-07-30,22.7
955,2015-07-31,22.8
955,2015-08-01,22.7
955,2015-08-02,22.8
955,2015-08-03,22.8
955,2015-08-04,22.9
955,2015-08-05,23
955,2015-08-06,23.3
955,2015-08-07,23.7
955,2015-08-08,24.1
955,2015-08-09,23.9
955,2015-08-10,24.3
955,2015-08-11,24.1
955,2015-08-12,24.2
955,2015-08-13,24.4
955,2015-08-14,24.5
955,2015-08-15,24.3
955,2015-08-16,24.4
